Drug_ID,Drug,Y
"Carbamic acid, ethyl-, 2-(((mercaptomethyl)thio)ethyl) ester, S-ester with O-isopropyl O-methyl phosphorodithioate",CCNC(=O)OCCSCSP(=S)(OC)OC(C)C,4.611000000000001
"Urea, 1,3-diethyl-2-thio-",CCNC(=S)NCC,2.622
"Benzylamine, N-ethyl-alpha-methyl-",CCNC(C)c1ccccc1,2.6180000000000003
"Urea, 1-ethyl-2-thio-",CCNC(N)=S,3.018
"Propanenitrile, 2-((4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl)amino)-2-methyl-",CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,3.208
"1,3,5-Triazine-2,4-diamine, 6-chloro-N-ethyl-N'-(1-methylethyl)-",CCNc1nc(Cl)nc(NC(C)C)n1,2.506
"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-diethyl-",CCNc1nc(Cl)nc(NCC)n1,2.317
"1,3,5-Triazine-2,4-diamine, N-(1,1-dimethylethyl)-N'-ethyl-6-methoxy-",CCNc1nc(NC(C)(C)C)nc(OC)n1,2.67
"1,3,5-Triazine-2,4-diamine, N,N'-diethyl-6-methoxy-",CCNc1nc(NCC)nc(OC)n1,2.567
"1,3,5-Triazine-2,4-diamine, N-(1,1-dimethylethyl)-N'-ethyl-6-(methylthio)- (9CI)",CCNc1nc(NC(C)(C)C)nc(SC)n1,2.072
"1,3,5-Triazine-2,4-diamine, N-(1,2-dimethylpropyl)-N'-ethyl-6-(methylthio)- (9CI)",CCNc1nc(NC(C)C(C)C)nc(SC)n1,1.93
"1,3,5-Triazine-2,4-diamine, N-ethyl-N'-(1-methylethyl)-6-(methylthio)- (9CI)",CCNc1nc(NC(C)C)nc(SC)n1,2.651
"1,3,5-Triazine-2,4-diamine, N,N'-diethyl-6-(methylthio)- (9CI)",CCNc1nc(NCC)nc(SC)n1,2.454
"Bicyclo(2.2.1)heptan-2-amine, N-ethyl-3-phenyl-",CCNC1C2CCC(C2)C1c1ccccc1,3.414
"Benzenemethanol, alpha-((ethylamino)methyl)-3-hydroxy-",CCNCC(O)c1cccc(O)c1,3.201
"Ethanol, 2-(ethylamino)-",CCNCCO,1.95
Ethyl alcohol,CCO,0.815
"Silane, (chloromethyl)ethoxydimethyl-",CCO[Si](C)(C)CCl,1.993
"Silane, diethoxydimethyl-",CCO[Si](C)(C)OCC,1.204
"Silane, (chloromethyl)diethoxymethyl-",CCO[Si](C)(CCl)OCC,2.148
"Silane, methyltriethoxy-",CCO[Si](C)(OCC)OCC,1.055
"Silane, ethyltriethoxy-",CCO[Si](CC)(OCC)OCC,1.138
"Propionitrile, 3-(triethoxysilyl)- (8CI)",CCO[Si](CCC#N)(OCC)OCC,1.587
"Butylamine, 4-(triethoxysilyl)-",CCO[Si](CCCCN)(OCC)OCC,2.162
"Propylamine, 3-(triethoxysilyl)- (8CI)",CCO[Si](CCCN)(OCC)OCC,2.095
"Silane, (chloromethyl)triethoxy-",CCO[Si](CCl)(OCC)OCC,1.948
"Phosphonic acid, (2-(triethoxysilyl)ethyl)-, diethyl ester",CCO[Si](CCP(=O)(OCC)OCC)(OCC)OCC,1.281
"Silane, chlorodiethoxy-",CCO[SiH](Cl)OCC,1.39
"Propanoic acid, 2-(4-chlorophenoxy)-2-methyl-, ethyl ester",CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.412
"2-Propenoic acid, 2-methyl-, ethyl ester",C=C(C)C(=O)OCC,0.887
"Acetic acid, (dioctylstannylene)di(thio)di-, diisooctyl ester (8CI)",CCOC(=O)C(C)C[Si](C)(OCC)OCC,1.004
"Propionic acid, 2-(N-benzoyl-N-(3,4-dichlorophenyl))amino-, ethyl ester, (+-)-",CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,2.373
"Leucine, N-(N-acetyl-3-(p-(bis(2-chloroethyl)amino)phenyl)-DL-alanyl)-, ethyl ester, L- (8CI)",CCOC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(N(CCCl)CCCl)cc1)NC(C)=O,3.856
"Benzeneacetic acid, 4-chloro-alpha-(4-chlorophenyl)-alpha-hydroxy-, ethyl ester",CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.667
"2-Butenoic acid, 3-((diethoxyphosphinyl)oxy)-, ethyl ester (9CI)",CCOC(=O)C=C(C)OP(=O)(OCC)OCC,4.083
"delta(sup 2,alpha)-Thiazolidineacetic acid, 3-methyl-4-oxo-5-piperidino-, ethyl ester (8CI)",CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C,1.443
"2-Butenedioic acid (E)-, diethyl ester (9CI)",CCOC(=O)C=CC(=O)OCC,1.986
"2-Butenedioic acid (E)-, ethyl oxiranylmethyl ester (9CI)",CCOC(=O)C=CC(=O)OCC1CO1,2.092
"2-Propenoic acid, 3-phenyl-, ethyl ester",CCOC(=O)C=Cc1ccccc1,1.644
"Azepine-4-carboxylic acid, hexahydro-1-methyl-4-phenyl-, ethyl ester",CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,2.867
"4-Piperidinecarboxylic acid, 1-(3-cyano-3,3-diphenylpropyl)-4-phenyl-, ethyl ester (9CI)",CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,3.3110000000000004
1-(2-Tetrahydrofurfuryloxyethyl)-4-phenylpiperidine-4-carboxylic acid ethyl ester,CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,3.428
"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (+-)-",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,1.37
"Anthranilic acid, ethyl ester (6CI,7CI,8CI)",CCOC(=O)c1ccccc1N,1.644
"Benzoic acid, 2-hydroxy-, ethyl ester",CCOC(=O)c1ccccc1O,2.1
"3-Quinolinecarboxylic acid, 6,7-bis(cyclopropylmethoxy)-4-hydroxy-, ethyl ester",CCOC(=O)c1cnc2cc(OCC3CC3)c(OCC3CC3)cc2c1O,2.076
"Benzoic acid, ethyl ester",CCOC(=O)c1ccccc1,1.854
"1,2-Benzenedicarboxylic acid, diethyl ester",CCOC(=O)c1ccccc1C(=O)OCC,1.412
"Bicyclo(2.2.1)hept-5-ene-2-carboxylic acid, ethyl ester",CCOC(=O)C1CC2C=CC1C2,1.588
"3-Oxatricyclo(3.2.1.0(sup 2,4))octane-6-carboxylic acid, ethyl ester",CCOC(=O)C1CC2CC1C1OC21,1.5830000000000002
"1-Indancarboxylic acid, 5-cyclohexyl-, ethyl ester, (+-)-",CCOC(=O)C1CCc2cc(C3CCCCC3)ccc21,2.866
"Hydrocinnamic acid, alpha,beta-epoxy-beta-methyl-, ethyl ester",CCOC(=O)C1OC1(C)c1ccccc1,1.5759999999999998
"2-Hydroxy-1,2,3-propanetricarboxylic acid, delta triethyl ester",CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,1.671
"Succinic acid, mercapto-, diethyl ester, S-ester with O,O-dimethylphosphorothioate",CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,3.299
"Succinic acid, mercapto-, diethyl ester, S-ester with O,O-dimethylphosphorodithioate",CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,3.057
"Silane, diethoxy((2-ethoxycarbonyl)ethyl)methyl-",CCOC(=O)CC[Si](C)(OCC)OCC,1.052
"Silane, ((2-ethoxycarbonyl)ethyl)triethoxy-",CCOC(=O)CC[Si](OCC)(OCC)OCC,1.072
"Silane, diethoxy((3-ethoxycarbonyl)propyl)methyl-",CCOC(=O)CCC[Si](C)(OCC)OCC,1.045
"Hexanoic acid, 6-cyano-, ethyl ester",CCOC(=O)CCCCCC#N,1.179
"Decanedioic acid, diethyl ester",CCOC(=O)CCCCCCCCC(=O)OCC,1.252
"Glycine, N-(chloroacetyl)-N-(2,6-diethylphenyl)-, ethyl ester",CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,2.132
"Acetic acid, ((diethoxyphosphinothioyl)oxy)-, ethyl ester (9CI)",CCOC(=O)COP(=S)(OCC)OCC,2.4090000000000003
"Acetic acid, mercapto-, ethyl ester, S-ester with O,O-dimethyl phosphorothioate",CCOC(=O)CSP(=O)(OC)OC,2.773
"Acetic acid, mercapto-, ethyl ester, S-ester with O,O-diethyl phosphorodithioate",CCOC(=O)CSP(=S)(OCC)OCC,2.394
"Carbamic acid, (mercaptoacetyl)methyl-, ethyl ester, S-ester with O,O- diethyl phosphorodithioate",CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,4.026
"Carbamic acid, N-methyl-N-nitroso-, ethyl ester",CCOC(=O)N(C)N=O,2.866
"Carbamic acid, (3-(((phenylamino)carbonyl)oxy)phenyl)-, ethyl ester (9CI)",CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,1.495
"Phosphonic acid, (((mercaptomethyl)dithio)methyl)-, O,O-diethyl ester, ethylxanthate",CCOC(=S)SCSSCP(=O)(OCC)OCC,4.399
"Pyrrolidine, 1-(2-ethoxy-2-phenylacetamido)-",CCOC(C(=N)N1CCCC1)c1ccccc1,2.667
Acetic acid ethyl ester,CCOC(C)=O,1.195
"1-Propanol, 2-ethoxy-",CCOC(C)CO,1.327
"1-Propanol, 2-(2-ethoxypropoxy)-",CCOC(C)COC(C)CO,1.641
"Pyrimidine, 3,4,5,6-tetrahydro-5,5-dimethyl-2-(alpha-ethoxybenzyl)-",CCOC(C1=NCC(C)(C)CN1)c1ccccc1,2.45
"Pyrimidine, 3,4,5,6-tetrahydro-2-(4-chloro-alpha-ethoxybenzyl)-5,5-diethyl-",CCOC(C1=NCC(CC)(CC)CN1)c1ccc(Cl)cc1,2.9160000000000004
"Pyrimidine, 3,4,5,6-tetrahydro-2-(3-chloro-alpha-ethoxybenzyl)-5,5-diethyl-",CCOC(C1=NCC(CC)(CC)CN1)c1cccc(Cl)c1,3.448
"Pyrimidine, 3,4,5,6-tetrahydro-2-(alpha-ethoxybenzyl)-5-methoxy-",CCOC(C1=NCC(OC)CN1)c1ccccc1,2.4530000000000003
"Pyrimidine, 3,4,5,6-tetrahydro-2-(ethoxy-(1-naphthyl)methyl)-",CCOC(C1=NCCCN1)c1cccc2ccccc12,2.855
"Propane, 1,1,3,3-tetraethoxy- (9CI)",CCOC(CC(OCC)OCC)OCC,2.136
"Ether, ethyl vinyl",C=COCC,1.069
"Acrolein, 3-ethoxy-, diethyl acetal",CCOC=CC(OCC)OCC,1.85
"Formic acid, ethyl ester",CCOC=O,1.6030000000000002
"Benzamide, 2-ethoxy-",CCOc1ccccc1C(N)=O,1.798
"Phenol, 2-ethoxy-5-(1-propenyl)-",CC=Cc1ccc(OCC)c(O)c1,1.871
"Benzaldehyde, 3-ethoxy-4-hydroxy-",CCOc1cc(C=O)ccc1O,2.019
"2,3,4-Triethoxy-gamma-oxobenzenebutanoic acid",CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,2.103
"Benzene, 1,1'-(2,2-dichlorocyclopropylidene)bis(4-ethoxy-",CCOc1ccc(C2(c3ccc(OCC)cc3)CC2(Cl)Cl)cc1,2.668
"Benzaldehyde, 4-ethoxy-",CCOc1ccc(C=O)cc1,1.854
"Benzenamine, 4-ethoxy-",CCOc1ccc(N)cc1,2.374
"Acetamide, N-(4-ethoxyphenol)-",CCOc1ccc(NC(C)=O)cc1,1.6969999999999998
Ethyl 2-naphthyl ether,CCOc1ccc2ccccc2c1,1.743
"Morphinan-6-ol, 7,8-didehydro-4,5-epoxy-3-ethoxy-17-methyl-, (5-alpha,6-alpha)- (9CI)",CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,2.588
"Morpholine, 2-((2-ethoxyphenoxy)methyl)-",CCOc1ccccc1OCC1CNCCO1,2.074
"Quinoline, 6-ethoxy-1,2-dihydro-2,2,4-trimethyl-",CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,2.434
"1,2,4-Thiadiazole, 5-ethoxy-3-(trichloromethyl)-",CCOc1nc(C(Cl)(Cl)Cl)ns1,2.361
"2H-Pyran, 2-ethoxy-3,4-dihydro-4-methyl-",CCOC1CC(C)C=CO1,1.621
"3,4-Dihydro-2H-pyran-2-yl ethyl ether",CCOC1CCC=CO1,1.318
"5-Benzofuranol, 2-ethoxy-2,3-dihydro-3,3-dimethyl-, methanesulfonate, (+-)-",CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,2.404
"Ethane, 1,1'-oxybis-",CCOCC,1.785
"2-Propanol, 1-ethoxy-",CCOCC(C)O,1.374
"Propionaldehyde, 2-chloro-3-ethoxy-, diethyl acetal",CCOCC(Cl)C(OCC)OCC,2.2030000000000003
"Benzenemethanol, 4-chloro-alpha-(4-chlorophenyl)-alpha-(ethoxymethyl)- (9CI)",CCOCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.794
"1-Propanol, 3-ethoxy-",CCOCCCO,1.173
"Acrylic acid, ethoxypropyl ester",C=CC(=O)OCCCOCC,2.285
"Ethanol, 2-ethoxy-",CCOCCO,1.6269999999999998
"2-Propenoic acid, 2-ethoxyethyl ester",C=CC(=O)OCCOCC,2.129
"Ethane, 1-(2,4-dichlorophenoxy)-2-ethoxy-",CCOCCOc1ccc(Cl)cc1Cl,2.222
"Ethane, 1,2-diethoxy-",CCOCCOCC,1.43
"2-Propanol, 3-(2-ethoxy)ethoxy-",CCOCCOCC(C)O,1.2009999999999998
"Ethanol, 2-(2-ethoxyethoxy)-",CCOCCOCCO,1.3869999999999998
"Ether, 2-ethoxyethyl 2-methoxyethyl",CCOCCOCCOC,1.358
"Ethanol, 2-(2-ethoxyethoxy)-, acetate",CCOCCOCCOC(C)=O,1.205
"Acetaldehyde, 2-(2-ethoxyethoxy)ethyl 3,4-(methylenedioxy)phenyl acetal",CCOCCOCCOC(C)Oc1ccc2c(c1)OCO2,2.174
"Ether, 2-ethoxyethyl 2-(vinyloxy)ethyl",C=COCCOCCOCC,1.152
"Ethanol, 2-(2-(2-ethoxyethoxy)ethoxy)-",CCOCCOCCOCCO,1.225
"Hydroxylamine, O,N-diethyl-N-nitroso-",CCON(CC)N=O,2.072
"Phosphonic acid, ethyl-, ethyl 2-(ethylthio)-6-methyl-4-pyrimidinyl ester (9CI)",CCOP(=O)(CC)Oc1cc(C)nc(SCC)n1,3.764
"Phosphonothioic acid, ethyl-, O-ethyl S-phenyl ester",CCOP(=O)(CC)Sc1ccccc1,4.923
"Phosphonothioic acid, ethyl-, S,S'-(thiodimethylene) O,O'-diethyl ester",CCOP(=O)(CC)SCSCSP(=O)(CC)OCC,5.334
"Phosphonic acid, (2-chloroethyl)-, diethyl ester",CCOP(=O)(CCCl)OCC,2.302
"Phosphoramidic acid, (1-methylethyl)-, ethyl 3-methyl-4-(methylthio)phenyl ester",CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,4.579
"Phosphoramidothioic acid, isopropyl-, O-ethyl S-(2-(methoxymethylamino)-2-oxoethyl) ester",CCOP(=O)(NC(C)C)SCC(=O)NCOC,3.454
"Phosphoramidic acid, diethyl-, 2-chloroethenyl ethyl ester",CCOP(=O)(OC=CCl)N(CC)CC,3.502
"Phosphoric acid, 2,2-dichloroethenyl 2,3-dichloropropyl ethyl ester",CCOP(=O)(OC=C(Cl)Cl)OCC(Cl)CCl,3.702
"Phosphonic acid, (1-hydroxyvinyl)-, diethyl ester, dimethyl phosphate",C=C(OP(=O)(OC)OC)P(=O)(OCC)OCC,3.284
"Phosphonic acid, (1-(difluoromethyl)-2,2-difluoro-1-hydroxyethyl)-, diethyl ester",CCOP(=O)(OCC)C(O)(C(F)F)C(F)F,4.897
"Phosphonic acid, ((ethylthio)methylidyne)tris-, hexaethyl ester",CCOP(=O)(OCC)C(SCC)(P(=O)(OCC)OCC)P(=O)(OCC)OCC,4.825
"Phosphonic acid, ((ethylthio)(phenylthio)methylene)bis-, tetraethyl ester",CCOP(=O)(OCC)C(SCC)(Sc1ccccc1)P(=O)(OCC)OCC,4.279
"Phosphoramidic acid, (4-methyl-1,3-dithiolan-2-ylidene)-, diethyl ester",CCOP(=O)(N=C1SCC(C)S1)OCC,4.476
"Imidocarbonic acid, phosphonodithio-, cyclic ethylene P,P-diethyl ester",CCOP(=O)(N=C1SCCS1)OCC,4.458
"Imidocarbonic acid, phosphonodithio-, cyclic methylene P,P-diethyl ester",CCOP(=O)(N=C1SCS1)OCC,4.71
"2-Butenoic acid, 3-((diethoxyphosphinyl)oxy)-, 1-phenylethyl ester (9CI)",CCOP(=O)(OCC)OC(C)=CC(=O)OC(C)c1ccccc1,3.722
"2-Pentenedioic acid, 3-((diethoxyphosphinyl)oxy)-, dimethyl ester",CCOP(=O)(OCC)OC(=CC(=O)OC)CC(=O)OC,5.191
"Phosphoric acid, 2,2-dichloroethenyl diethyl ester",CCOP(=O)(OC=C(Cl)Cl)OCC,4.998
"Phosphoric acid, diethyl ester, ester with hydroxyketene diethyl mercaptole",CCOP(=O)(OC=C(SCC)SCC)OCC,4.302
"Phosphoric acid, 2-chloroethenyl diethyl ester",CCOP(=O)(OC=CCl)OCC,4.486000000000001
"Phosphoric acid, diethyl 4-nitrophenyl ester",CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.184
"Phosphoric acid, diethyl p-(methylsulfonyl)phenyl ester",CCOP(=O)(OCC)Oc1ccc(S(C)(=O)=O)cc1,4.789
3-Chloro-4-methyl-2-oxo-2H-1-benzopyran-7-yl diethyl phosphate,CCOP(=O)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.54
"Coumarin, 7-hydroxy-4-methyl-, diethylphosphate",CCOP(=O)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,4.032
"Phosphoric acid, triethyl ester",CCOP(=O)(OCC)OCC,2.056
"Phosphonothioic acid, (chloromethyl)-, O-isobutyl ester, anhydride with diethyl phosphate",CCOP(=O)(OCC)OP(=S)(CCl)OCC(C)C,3.789
"Phosphorothioic acid, S-1,2-dichlorovinyl O,O-diethyl ester",CCOP(=O)(OCC)SC(Cl)=CCl,3.247
"Phosphorothioic acid, O,O-diethyl S-1,2,2-trichloroethyl ester",CCOP(=O)(OCC)SC(Cl)C(Cl)Cl,5.081
"Phosphorothioic acid, S-2,2-dichlorovinyl O,O-diethyl ester",CCOP(=O)(OCC)SC=C(Cl)Cl,5.18
"Phosphorothioic acid, O,O-diethyl S-pentachlorophenyl ester",CCOP(=O)(OCC)Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.656
"Phosphorothioic acid, O,O-diethyl-S-(4-nitrophenyl) ester (9CI)",CCOP(=O)(OCC)Sc1ccc([N+](=O)[O-])cc1,4.82
"Phosphorothioic acid, O,O-diethyl ester, S-ester with dihydro-3-mercapto-2(3H)-furanone",CCOP(=O)(OCC)SC1CCOC1=O,3.007
"Phosphorothioic acid, S-(4-chlorotetrahydro-3-thienyl) O,O-diethyl ester, 1,1-dioxide",CCOP(=O)(OCC)SC1CS(=O)CC1Cl,4.144
"Phosphorothioic acid, O,O-diethyl S-2-propynyl ester",C#CCSP(=O)(OCC)OCC,4.063
"Phosphorothioic acid, S-(2-((1-cyano-1-methylethyl)amino)-2-oxoethyl) O,O-diethyl ester",CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N,4.925
"Phosphorothioic acid, O,O-diethyl ester S-ester with mercapto-2-propanone, diethyl mercaptole",CCOP(=O)(OCC)SCC(C)(SCC)SCC,4.346
"Phosphorothioic acid, O,O-diethyl S-((2-methyl-1,3-dithiolan-2-yl)methyl)ester",CCOP(=O)(OCC)SCC1(C)SCCS1,4.033
"Phosphorothioic acid, O,O-diethyl S-(phenylmethyl) ester (9CI)",CCOP(=O)(OCC)SCc1ccccc1,2.596
"Phosphorothioic acid, S-(2-(diethylamino)ethyl) O,O-diethyl ester",CCOP(=O)(OCC)SCCN(CC)CC,4.912
"Phosphorothioic acid, O,O-diethyl S-(2-(ethylsulfonyl)ethyl) ester",CCOP(=O)(OCC)SCCS(=O)(=O)CC,5.184
"Phosphorothioic acid, O,O diethyl S-(2-(ethylsulfinyl)ethyl) ester",CCOP(=O)(OCC)SCCS(=O)CC,5.1370000000000005
"Phosphorothioic acid, O,O-diethyl S-(2-(ethylthio)ethyl) ester",CCOP(=O)(OCC)SCCSCC,5.236000000000001
"Phosphorothioic acid, O,O-diethyl ester, S-ester with N-(mercaptomethyl)phthalimide (7CI,8CI)",CCOP(=O)(OCC)SCN1C(=O)c2ccccc2C1=O,4.476
"Phosphorothioic acid, O,O-diethyl S-((ethylsulfinyl)methyl) ester",CCOP(=O)(OCC)SCS(=O)CC,5.415
"Phosphorothioic acid, S-(((2,5-dichlorophenyl)thio)methyl) O,O-diethyl ester",CCOP(=O)(OCC)SCSc1cc(Cl)ccc1Cl,3.978
"p,p'-Diamidodiphosphoric acid, tetramethyl-, diethyl ester",CCOP(=O)(OP(=O)(OCC)N(C)C)N(C)C,4.3660000000000005
"Phosphorodithioic acid, O-ethyl-S,S-diphenyl ester",CCOP(=O)(Sc1ccccc1)Sc1ccccc1,3.492
"Phosphonothioic acid, ethyl-, O-(4-bromo-2,5-dichlorophenyl) O-ethyl ester",CCOP(=S)(CC)Oc1cc(Cl)c(Br)cc1Cl,4.033
"Phosphonothioic acid, ethyl-, O-(2-chloro-4-nitrophenyl) O-ethyl ester",CCOP(=S)(CC)Oc1ccc([N+](=O)[O-])cc1Cl,4.129
"Phosphonothioic acid, ethyl-, O-(4-chlorophenyl) O-ethyl ester",CCOP(=S)(CC)Oc1ccc(Cl)cc1,3.445
"Phosphonodithioic acid, ethyl-, O-ethyl S-(4-methylphenyl) ester (9CI)",CCOP(=S)(CC)Sc1ccc(C)cc1,3.753
"Phosphonodithioic acid, ethyl-, S-(p-tert-butylphenyl) O-ethyl ester",CCOP(=S)(CC)Sc1ccc(C(C)(C)C)cc1,3.3310000000000004
"Phosphonodithioic acid, ethyl-, S-(4-chloro-3-methylphenyl) O-ethyl ester",CCOP(=S)(CC)Sc1ccc(Cl)c(C)c1,3.67
"Phosphonodithioic acid, ethyl-, S-(4-chlorophenyl) O-ethyl ester",CCOP(=S)(CC)Sc1ccc(Cl)cc1,4.939
"Phosphonodithioic acid, ethyl-, O-ethyl S-phenyl ester",CCOP(=S)(CC)Sc1ccccc1,4.914
"Phosphonodithioic acid, ethyl-, O-ethyl S-(o-tolyl) ester",CCOP(=S)(CC)Sc1ccccc1C,3.782
"Phosphonodithioic acid, ethyl-, O-ethyl ester, S-ester with N-(mercaptomethyl)phthalimide",CCOP(=S)(CC)SCN1C(=O)c2ccccc2C1=O,4.372
"Phosphonodithioic acid, ethyl-, S-((2,4-dichlorophenoxy)methyl) O-ethyl ester",CCOP(=S)(CC)SCOc1ccc(Cl)cc1Cl,3.489
"Phosphonodithioic acid, ethyl-, S-(((p-chlorophenyl)-thio)methyl) O-ethyl ester",CCOP(=S)(CC)SCSc1ccc(Cl)cc1,4.284
"Phosphonodithioic acid, ethyl-, O-ethyl ester, S,S-diester with thiodimethanethiol (7CI)",CCOP(=S)(CC)SCSCSP(=S)(CC)OCC,5.239
"Phosphonothioic acid, (chloromethyl)-, O-ethyl O-p-nitrophenyl ester",CCOP(=S)(CCl)Oc1ccc([N+](=O)[O-])cc1,3.367
"Phosphonodithioic acid, chloromethyl-, O-ethyl S-(p-tolyl) ester",CCOP(=S)(CCl)Sc1ccc(C)cc1,2.922
"Phosphoramidothioic acid, methyl-, O-ethyl O-(3-methyl-4-(methylthio)phenyl) ester",CCOP(=S)(NC)Oc1ccc(SC)c(C)c1,4.765
"Phosphorothioic acid, O-(1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl) O-ethyl O-(1-methylethyl) ester",CCOP(=S)(OC(C)C)ON1C(=O)c2ccccc2C1=O,3.12
"Phosphorodithioic acid, O-ethyl O-methyl ester, S-ester with N-(mercaptomethyl)phthalimide",CCOP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,3.821
"Imidocarbonic acid, (diethoxyphosphinothioyl)dithio-, cyclic ethylene ester",CCOP(=S)(N=C1SCCS1)OCC,4.287
"Phosphorothioic acid, O-(2-chloro-1-(2,5-dichlorophenyl)ethenyl) O,O-diethyl ester",CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,3.952
"Phosphorothioic acid, O-(2-chloro-1-(2,4-dichlorophenyl)ethenyl) O,O-diethyl ester",CCOP(=S)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,4.575
"O,O-Diethyl-O-(2,5-dichloro-4-(methylthio)phenyl)thionophosphate combined with O,O-diethyl-O-(4,5-dichloro-2- (methylthio)phenyl)thionophosphate and O,O-diethyl-O- (2,4-dichloro-5-(methylthio)phenyl)thionophosphate",CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,4.444
"Phosphorothioic acid, O-(3,5-dimethyl-4-(methylthio)phenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1cc(C)c(SC)c(C)c1,2.932
"Phosphorothioic acid, O,O-diethyl O-(2-methyl-4-quinolyl) ester",CCOP(=S)(OCC)Oc1cc(C)nc2ccccc12,3.794
"Phosphorothioic acid, O-(4-bromo-2,5-dichlorophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,3.88
"Phosphorothioic acid, O,O-diethyl O-(4-(methylsulfinyl)phenyl) ester",CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,5.188
"Phosphorothioic acid, O-(2-chloro-4-nitrophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1Cl,4.513
"Phosphorothioic acid, O-(2,4-dichlorophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,3.263
"Phosphorothioic acid, O-(4-aminophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1ccc(N)cc1,2.764
"Phosphorothioic acid, O,O-diethyl O-(4-methyl-2-oxo-2H-1-benzopyran-7-yl) ester (9CI)",CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,4.349
"1-Cyclohexene-1-carboxylic acid, 2-(2,4-dihydroxyphenyl)-, delta-lactone, O-ester with O,O-diethyl phosphorothioate",CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,3.74
"Phosphorothioic acid, O,O-diethyl ester, O-ester with 3-hydroxycumarin",CCOP(=S)(OCC)Oc1cc2ccccc2oc1=O,4.383
"Phosphorothioic acid, O,O-diethyl O-(2-quinoxalinyl) ester",CCOP(=S)(OCC)Oc1cnc2ccccc2n1,4.06
"Phosphorothioic acid, O,O-diethyl O-pyrazinyl ester",CCOP(=S)(OCC)Oc1cnccn1,4.851
"Phosphorothioic acid, O,O-diethyl O-(6-methyl-2-(1-methylethyl)-4-pyrimidinyl) ester",CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.664
"Phosphorothioic acid, O,O-diethyl O-(2-(diethylamino)-6-methyl-4-pyrimidinyl) ester",CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,3.377
"Phosphorothioic acid, O,O-diethyl O-(3,5,6-trichloro-2-pyridinyl) ester",CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.631
"Phosphorothioic acid, O-(5-chloro-1-(1-methylethyl)-1H-1,2,4-triazol-3-yl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.895
