Drug,Y
CCCCOCCOCCOCCCC,1.7480000000000002
CCCCOCCOCCOCCO,1.486
CCCCOCCOCCOCCOCCOCCCC,1.673
CCCCOCCOCCOCOCCOCCOCCCC,2.285
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,1.741
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,2.123
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,2.253
CCCCOP(=O)(CC)SCCCC,4.592
CCCCOP(=O)(OCCO)OCCCC,2.444
CCCCOP(=O)(SCC)SCc1ccccc1,2.544
CCCCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,2.4730000000000003
CCCCOc1ccc(CC(=O)NO)cc1,1.821
CCCCOc1ccccc1NC(C)=O,1.854
CCCCP(=S)(CCCC)CCCC,2.521
CCCCP(CCCC)CCCC,2.431
CCCCS,1.779
CCCCS(=O)(=O)NC1CCCCC1,1.891
CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,2.14
CCCCSCCCC,1.819
CCCCSN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.712
CCCCSP(=O)(N(C)C)N(C)C,3.033
CCCCSP(SCCCC)SCCCC,2.516
CCCCSSC(Cl)C(Cl)Cl,2.705
CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,1.976
CCCCc1c(C)[nH]c(NCC)nc1=O,1.719
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1.898
CCCCc1c(OC(=O)C23CC4CC(CC(C4)C2)C3)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.443
CCCCc1c(OC(=O)c2ccc3c(c2)OCO3)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.522
CCCCc1c(OC(=O)c2ccccc2)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.273
CCCCc1c(OC(=O)c2cccs2)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.552
CCCCc1cc[nH]n1,2.387
CCCCc1ccc(C(=O)O)nc1,2.572
CCCCc1ccc(C)cc1O,2.174
CCCCc1ccc(O)c(C(=O)Nc2cccc(C(F)(F)F)c2)c1,2.13
CCCCc1ccc(O)cc1O,2.522
CCCCc1ccccc1O,2.375
CCCCn1c(=O)n(CCC)c(=O)c2[nH]c(C)nc21,4.246
CCCCn1c(=O)n(CCC)c(=O)c2c(NC)n(C(=O)OC)nc21,2.152
CCCCn1c(C)cc(=NC(=O)c2ccccc2O)n1-c1ccccc1,2.589
CCCCn1cnnc1,3.399
CCCCn1ncc(OP(=S)(OCC)OC(C)C)c(OC)c1=O,4.218999999999999
CCCN,2.2030000000000003
CCCN(CC)S(=O)(=O)CCNC(=O)N(CCCl)N=O,3.119
CCCN(CCC)C(=O)C(CCC(=O)NCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)NC(=O)c1ccccc1,3.2960000000000003
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,1.223
CCCN(CCC)C(=O)C(CCC(=O)OCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)NC(=O)c1ccccc1,3.083
CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1,2.767
CCCN(CCC)C(=O)CCC(=O)OCC,1.652
CCCN(CCC)C(=O)CN(CC)P(=S)(OCC)OCC,2.211
CCCN(CCC)C(=O)SCC,2.315
CCCN(CCC)C(=O)SCc1ccccc1,2.14
CCCN(CCC)CCC,3.299
CCCN(CCC)N=O,2.4330000000000003
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],1.791
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1.357
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.24
CCCN(CCC)c1c([N+](=O)[O-])cc(C)cc1[N+](=O)[O-],1.893
CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)N=S(C)C)cc1[N+](=O)[O-],2.3080000000000003
CCCN(CCO)CCO,1.689
CCCN(N=O)C(N)=O,2.436
CCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,2.107
CCCN=C(C(OCC)c1ccccc1)N1CCCCCC1,3.138
CCCN=C(NCCC)C(OCC)c1ccc(Cl)cc1,3.8
CCCN=C(NCCC)C(OCC)c1ccccc1,3.4410000000000003
CCCNC(=N)C(OCC)c1ccccc1,2.619
CCCNC(=O)C(C)Nc1ccc(OCC)cc1,1.921
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.11
CCCNC(=O)OCC(O)C1COc2ccccc2O1,2.273
CCCNC(=O)c1sc(-c2cc(OC)c(OC)c(OC)c2)nc1C,1.796
CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCC)C1C1=COCCO1,2.262
CCCOC(=O)C1COc2ccccc2O1,1.475
CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO3,2.383
CCCOC(=O)CC,1.051
CCCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCCC,2.978
CCCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCCC,1.776
CCCOC(=O)CCC(=O)N(CC)CC,1.219
CCCOC(=O)COc1cccc(C(C)(C)C)c1,2.143
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,2.6830000000000003
CCCOC(=O)Nc1ccco1,2.024
CCCOC(=O)OOC(=O)OCCC,1.783
CCCOC(=O)c1ccc(C(=O)OCCC)nc1,1.682
CCCOC(C)=O,1.037
CCCOC(C1=NCCCN1)c1ccccc1,2.57
CCCOC(N)=O,1.74
CCCOC=O,1.345
CCCOCC(C)OCC(C)O,2.073
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,2.152
CCCOCCO,1.528
CCCOCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1,2.524
CCCOCCOC(C)=O,1.189
CCCOP(=O)(CC)SC,4.67
CCCOP(=O)(CC)SCCC,5.0680000000000005
CCCOP(=O)(OC=C(Cl)Cl)OCCCl,4.0760000000000005
CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,3.698
CCCOP(=O)(OCCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,3.671
CCCOP(=O)(SCCC)SCCC,3.298
CCCOP(=S)(CC)SCN1C(=O)c2ccccc2C1=O,4.235
CCCOP(=S)(CC)SCOc1ccc(Cl)cc1Cl,3.658
CCCOP(=S)(CCl)Sc1ccc(Cl)cc1,3.596
CCCOP(=S)(OC)Oc1cnn(C)c(=O)c1OC,4.757
CCCOP(=S)(OCC)SCN1C(=O)c2ccccc2C1=O,3.857
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,2.925
CCCOP(=S)(OCCC)Oc1ccc(S(C)=O)cc1,3.828
CCCOP(=S)(OCCC)Oc1cnn(C)c(=O)c1OC,4.112
CCCOP(=S)(Oc1cnn(C)c(=O)c1OC)OC(C)C,4.215
CCCOP(C)(=S)Oc1ccc([N+](=O)[O-])cc1,4.963
CCCOc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.8560000000000003
CCCOc1cc(C=CC(=S)OCC)ccc1OC,2.461
CCCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,2.604
CCCOc1ccc(C(O)=S)c(CC)c1OC,2.42
CCCOc1ccc(C=CC(=O)OCC)cc1OC,2.432
CCCOc1ccc(C=O)cc1,1.995
CCCOc1ccc(Cl)cc1C(CN(C)C)C(C)CC,2.725
CCCOc1cccc(C)c1N(COCC)C(=O)CCl,2.062
CCCP(=O)(CCC)CCC,2.097
CCCP(=O)(O)OCC,1.82
CCCP(c1ccccc1)c1ccccc1,2.265
CCCS,1.629
CCCS(=O)(=O)C=CS(=O)(=O)CCC,3.08
CCCSC(=O)Cl,2.089
CCCSC(=O)N(CCC)CCC,2.229
CCCSCSP(=S)(OCC)OCC,4.9910000000000005
CCCSP(=O)(CC)OC,4.863
CCCSP(=O)(OC)OC,4.292
CCCSP(=O)(OC)SCCC,4.526
CCCSP(=O)(OCC)Oc1c(Cl)cc(Cl)cc1Cl,3.26
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,3.019
CCCSP(=O)(OCC)Oc1ccc(Cl)cc1Cl,3.012
CCCSP(=O)(OCC)Oc1ccc(Sc2ccc(Cl)cc2)cc1,2.766
CCCSP(=O)(OCC)Oc1ccccc1,2.946
CCCSP(=O)(OCC)Oc1cnn(-c2ccc(Cl)cc2)c1,3.1830000000000003
CCCSP(=S)(OC)SCCC,4.184
CCCSP(=S)(OCC)Oc1cnn(-c2ccccc2)c(=O)c1OC,3.125
CCCSP(=S)(OCC)Oc1cnn(C)c(=O)c1OC,4.353
CCCSP(C)(=S)OP(C)(=S)SCCC,3.696
CCCSP(C)(=S)Oc1ccc(Cl)cc1Cl,3.248
CCCSP(C)(=S)Oc1ccccc1,3.073
CCCSP(C)(=S)SC(CC(=O)OCC)C(=O)OCC,2.714
CCCSP(C)(=S)SCC(=O)OCC,3.103
CCCSP(C)(=S)SCCC,4.103
CCCSP(C)SCCC,4.9430000000000005
CCCSc1cc(Oc2ccc([N+](=O)[O-])cc2)ccc1Cl,2.457
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,2.044
CCC[N+](=O)[O-],2.292
CCCc1c(O)cccc1O,2.529
CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,2.69
CCCc1c(OCc2cccn3c(=O)c(CC(=O)O)cnc23)ccc(C(C)=O)c1O,2.011
CCCc1cc(=O)[nH]c(=S)[nH]1,1.934
CCCc1cc(C(N)=S)ccn1,1.97
CCCc1cc[nH]n1,2.252
CCCc1ccc(C)cc1O,2.313
CCCc1ccc(C=O)cc1,1.967
CCCc1ccc(O)c(OC)c1,1.806
CCCc1ccc(O)cc1,2.435
CCCc1ccc(OC)cc1,1.533
CCCc1ccc2c(c1)OCO2,1.861
CCCc1ccccc1,1.2990000000000002
CCCc1nc(C)cc(OP(=S)(OCC)OCC)n1,3.067
CCCc1nnc(CSP(=S)(OC)OC)o1,2.971
CCCc1nnc(CSP(=S)(OCC)OCC)o1,3.827
CCCn1c(=O)c2[nH]c(C)nc2n(CC(C)C)c1=O,4.143
CCCn1c(C)cc(OP(=S)(OCC)OCC)cc1=O,4.515
CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C,2.513
CCN(C(=O)c1cc(Cl)nc(Cl)c1)C1CC1,3.5210000000000004
CCN(C(C)=O)c1c(I)cc(I)c(OCCOC(C)C(=O)O)c1I,2.624
CCN(C)CCC(CC=C(C)C)(C(N)=O)c1cccc2ccccc12,3.678
CCN(C)N=O,2.991
CCN(CC(F)(F)F)N=O,2.211
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,1.735
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,4.574
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,2.5860000000000003
CCN(CC)C(=O)CC(C)=O,1.521
CCN(CC)C(=O)CCC(C)=O,1.556
CCN(CC)C(=O)CCl,2.476
CCN(CC)C(=O)CSc1ccc(Cl)nn1,2.224
CCN(CC)C(=O)Cl,1.7009999999999998
CCN(CC)C(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,3.677
CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,3.532
CCN(CC)C(=O)SCc1ccc(Cl)cc1,2.297
CCN(CC)C(=O)c1cc(=O)c2ccccc2o1,1.788
CCN(CC)C(=O)c1ccc(C)cc1,1.92
CCN(CC)C(=O)c1ccc(O)c(OC)c1,3.161
CCN(CC)C(=O)c1ccc(OC)cc1O,2.05
CCN(CC)C(=O)c1cccc(C)c1,1.992
CCN(CC)C(=O)c1ccccc1C,2.199
CCN(CC)C(=O)c1ccccc1O,2.523
CCN(CC)C(=O)c1ccccc1OCCO,2.5
CCN(CC)C(=O)c1nnn(-c2ccccc2)c1C,2.713
CCN(CC)C(=S)NN=Cc1ccc([N+](=O)[O-])o1,2.557
CCN(CC)C(=S)SSC(=S)N(CC)CC,2.773
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,2.264
CCN(CC)C(O)c1c(C)[nH]n(-c2ccccc2)c1=O,2.571
CCN(CC)CC,2.342
CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,2.439
CCN(CC)CCC(CC=C(C)C)(C(N)=O)c1cccc2ccccc12,3.696
CCN(CC)CCCN,1.965
CCN(CC)CCN,1.6130000000000002
CCN(CC)CCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.432
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.602
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OCc1ccccc1,3.233
CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OCc1ccccc1,2.7910000000000004
CCN(CC)CCNC(=O)c1ccc(N)cc1,2.082
CCN(CC)CCO,1.955
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,2.307
CCN(CC)CCOCCO,1.821
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,3.263
CCN(CC)CCOCc1cc(Br)cc(Br)c1OC,2.898
CCN(CC)CCOCc1cc(Br)ccc1OC,3.158
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,2.34
CCN(CC)CCOc1ccccc1-n1c(C)ccc1-c1ccccc1,2.697
CCN(CC)CCOc1ccnc(N)n1,2.022
CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,2.948
CCN(CC)CCSSCCN(CC)CC,2.891
CCN(CC)N=Nc1ccccc1,2.533
CCN(CC)N=Nc1cccnc1,2.929
CCN(CC)N=O,2.562
CCN(CC)P1(=S)OCc2cc([N+](=O)[O-])ccc2O1,3.304
CCN(CC)S(=O)(=O)CCNC(=O)N(CCCl)N=O,3.72
CCN(CC)S(=O)(=O)c1ccc(OP(=S)(OC)OC)cc1Cl,3.89
CCN(CC)S(=O)(=O)c1ccccc1,2.38
CCN(CC)c1cc(C)nc2ncnn12,2.9410000000000003
CCN(CC)c1ccc(-c2nc(=O)n(C)nc2-c2ccc(N(CC)CC)cc2)cc1,2.795
CCN(CC)c1ccc(C=O)cc1,1.442
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,2.388
CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,2.482
CCN(CC)c1nc(N(C=NC2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)nc(N(C=NC2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)n1,2.982
CCN(CC)c1nc(NC(C)C)nc(OC)n1,2.432
CCN(CCC#N)c1ccc(N=Nc2nc3ccc(S(C)(=O)=O)cc3s2)c(C)c1,3.029
CCN(CCC(=O)OC)c1ccccc1,1.927
CCN(CCNC(=O)SCC(C)C)C(=O)SCC(C)C,2.073
CCN(CCNS(C)(=O)=O)c1ccc(N)c(C)c1,2.832
CCN(CCO)C(=S)NP(=S)(OC)OC,4.205
CCN(CCO)CCO,1.465
CCN(CCO)c1ccc(N=O)c(C)c1,2.792
CCN(CCO)c1cccc(C)c1,2.117
CCN(CCO)c1ccccc1,2.003
CCN(COC)N=O,2.34
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.134
CCN(Cc1ccccc1)N=O,2.817
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,2.517
CCN(Cc1ccncc1)N=O,3.616
CCN(N=O)C(=O)NC(N)=O,2.1830000000000003
CCN(N=O)C(C)(C)C,1.91
CCN(N=O)C(C)C,2.024
CCN(N=O)C(C)OC,2.121
CCN(N=O)C(N)=O,2.591
CCN1C(=O)C=CC1=O,3.699
CCN1C(=O)NC(c2ccccc2)C1=O,2.134
CCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1,2.882
CCN1CC(C)OC1=NP(=O)(OC)SC,6.402
CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,2.767
CCN1CCCC1CNC(=O)c1cc(Cl)cc(Cl)c1OCc1ccccc1,2.85
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1.5419999999999998
CCN1CCCc2ccccc21,1.958
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,1.857
CCN1CCNCC1,1.724
CCN1CN1CC,1.399
CCN=C1SC(=NOC(=O)NC)C(C)(C)S1,4.618
CCNC(=O)C(C)OC(=O)Nc1ccccc1,1.332
CCNC(=O)C(Cl)=C(C)OP(=O)(OC)OC,3.866
CCNC(=O)C(SP(=S)(OC)OC)C(=O)NCC,2.497
CCNC(=O)C=Cc1cccc(Br)c1,1.758
CCNC(=O)CC(C)=O,0.959
CCNC(=O)CSP(=S)(OC)OC,3.289
CCNC(=O)Cc1ccccc1,2.334
CCNC(=O)NC(=O)C(C#N)=NOC,2.256
CCNC(=O)Nc1ncc([N+](=O)[O-])s1,2.002
CCNC(=O)OCCSCSP(=S)(OC)OC(C)C,4.611000000000001
CCNC(=S)NCC,2.622
CCNC(C)CN1CCc2c(c(=O)oc3ccccc23)C1,2.98
CCNC(C)c1ccccc1,2.6180000000000003
CCNC(N)=S,3.018
CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,2.302
CCNC1C2CCC(C2)C1c1ccccc1,3.414
CCNCC(O)c1cccc(O)c1,3.201
CCNCCO,1.95
CCNCc1cc([N+](=O)[O-])ccc1O,2.287
CCNP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.8710000000000004
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.987
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,3.208
CCNc1nc(Cl)nc(NC(C)C)n1,2.506
CCNc1nc(Cl)nc(NC(C)CC)n1,1.884
CCNc1nc(Cl)nc(NCC)n1,2.317
CCNc1nc(NC(C)(C)C)nc(OC)n1,2.67
CCNc1nc(NC(C)(C)C)nc(SC)n1,2.072
CCNc1nc(NC(C)C(C)C)nc(SC)n1,1.93
CCNc1nc(NC(C)C)nc(SC)n1,2.651
CCNc1nc(NCC)nc(OC)n1,2.567
CCNc1nc(NCC)nc(SC)n1,2.454
CCO,0.815
CCOC(=O)C(=O)NP(=O)(OC)SC,2.6830000000000003
CCOC(=O)C(Br)C#N,2.66
CCOC(=O)C(Br)CBr,3.035
CCOC(=O)C(C(C)=O)C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,3.429
CCOC(=O)C(C)(C)N=NC(C)(C)C(=O)OCC,2.676
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.412
CCOC(=O)C(C)(CC)Oc1ccc(Cc2ccc(Cl)cc2)cc1,1.586
CCOC(=O)C(C)C[Si](C)(OCC)OCC,1.004
CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,2.373
CCOC(=O)C(C)Nc1ccc(Cl)c(Cl)c1,2.117
CCOC(=O)C(C)O,1.159
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,2.45
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,2.186
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1,2.62
CCOC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(N(CCCl)CCCl)cc1)NC(C)=O,3.856
CCOC(=O)C(CC)(C(=O)NCCN(CC)CC)c1ccccc1,2.739
CCOC(=O)C(CC)(C(=O)OCCN(CC)CC)c1ccccc1,1.957
CCOC(=O)C(CC)(CC(=O)OCCN(CC)CC)c1ccccc1,3.339
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,2.236
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,1.773
CCOC(=O)C(NCCNC(C(=O)OCC)c1ccccc1O)c1ccccc1O,2.716
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.667
CCOC(=O)C(OP(OCC)OCC)C(C)=O,3.18
CCOC(=O)C(SP(=O)(OC)SC)c1ccccc1,3.108
CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1coc2ccccc2c1=O,3.293
CCOC(=O)C1(CCCCCCOc2ccc(Cl)cc2)CO1,3.116
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,2.867
CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,3.3110000000000004
CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,3.428
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,2.563
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,1.37
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c1OCO2,2.514
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1=COCCO1,2.227
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C(F)(F)F,2.511
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,2.714
CCOC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,1.771
CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,2.843
CCOC(=O)C1=CN(C(=O)OCC)C2CCCC(C)N2C1=O,2.31
CCOC(=O)C1=CN(C(C)=O)C2CCCC(C)N2C1=O,2.051
CCOC(=O)C1=CN(C)C2CCCC(C)N2C1=O,2.824
CCOC(=O)C1C(C=C(C)C)C1(C)C,1.878
CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,1.753
CCOC(=O)C1CC2C=CC1C2,1.588
CCOC(=O)C1CC2CC1C1OC21,1.5830000000000002
CCOC(=O)C1CC2CCC1C2,1.379
CCOC(=O)C1CCCCC1,1.596
CCOC(=O)C1CCCN1N=O,1.537
CCOC(=O)C1CCc2cc(C3CCCCC3)ccc21,2.866
CCOC(=O)C1OC1(C)c1ccccc1,1.5759999999999998
CCOC(=O)C1OC1C,2.415
CCOC(=O)C1OC1c1ccccc1,1.922
CCOC(=O)C=C(C)C,1.043
CCOC(=O)C=C(C)OP(=O)(OCC)OCC,4.083
CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C,1.443
CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1CC,1.962
CCOC(=O)C=CC(=O)OCC,1.986
CCOC(=O)C=CC(=O)OCC1CO1,2.092
CCOC(=O)C=CN(C)C,1.503
CCOC(=O)C=Cc1ccc2c(c1)OCO2,2.366
CCOC(=O)C=Cc1ccccc1,1.644
CCOC(=O)CC,1.068
CCOC(=O)CC(=O)NP(=O)(OC)SC,3.31
CCOC(=O)CC(=O)OC(Br)C(Cl)(Cl)Cl,2.12
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,1.658
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,1.671
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,3.299
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,3.057
CCOC(=O)CCC(=O)CC1(O)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C42Cl,3.422
CCOC(=O)CCC1(CCC(=O)OCC)c2ccccc2-c2ccccc21,1.774
CCOC(=O)CCCCCC#N,1.179
CCOC(=O)CCCCCCCCC(=O)OCC,1.252
CCOC(=O)CCCOc1ccc(Cl)cc1C,2.257
CCOC(=O)CCC[Si](C)(OCC)OCC,1.045
CCOC(=O)CC[Si](C)(OCC)OCC,1.052
CCOC(=O)CC[Si](OCC)(OCC)OCC,1.072
CCOC(=O)CCl,2.833
CCOC(=O)CI,3.631
CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,2.132
CCOC(=O)CN=C=O,2.0580000000000003
CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],2.481
CCOC(=O)COP(=S)(OCC)OCC,2.4090000000000003
CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl,2.501
CCOC(=O)CS,2.829
CCOC(=O)CSP(=O)(OC)OC,2.773
CCOC(=O)CSP(=S)(OCC)OCC,2.394
CCOC(=O)Cc1ccc(-c2ccccc2)cc1,2.795
CCOC(=O)Cc1cccc2ccccc12,1.777
CCOC(=O)Cc1n[nH]c2ccc(Cl)cc12,1.6969999999999998
CCOC(=O)Cl,2.604
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,4.026
CCOC(=O)N(C)N=O,2.866
CCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,3.116
CCOC(=O)N1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,1.967
CCOC(=O)N1CC=Cc2ccccc21,3.018
CCOC(=O)N1CCC=C(C=NOC)C1,3.026
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,1.254
CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,2.138
CCOC(=O)NNc1nncc2ccccc12,2.864
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,1.495
CCOC(=O)Oc1ccc(CCNC(=O)C(CCSC)NC(C)=O)cc1OC(=O)OCC,2.372
CCOC(=O)c1c(C)cc2nc(COC(=O)NC)n(-c3ccccc3Cl)c(=O)c2c1C,2.249
CCOC(=O)c1c[n+](CC)c2n(c1=O)C(C)CCC2,2.292
CCOC(=O)c1ccc(N)cc1,1.735
CCOC(=O)c1ccc(OC)cc1,1.946
CCOC(=O)c1ccc([N+](=O)[O-])cc1,1.866
CCOC(=O)c1ccc([N+]([O-])=Cc2ccc(N(CC)CC)cc2)cc1,2.833
CCOC(=O)c1ccccc1,1.854
CCOC(=O)c1ccccc1C(=O)OCC,1.412
CCOC(=O)c1ccccc1N,1.644
CCOC(=O)c1ccccc1O,2.1
CCOC(=O)c1cnc2cc(OCC3CC3)c(OCC3CC3)cc2c1O,2.076
CCOC(=O)c1cnc2n(c1=O)C(C)CCC2,2.032
CCOC(=O)c1cnn(C)c1-n1c(CC)nc2ccccc2c1=O,2.252
CCOC(=O)c1cnn(C)c1-n1cnc2ccccc2c1=O,2.229
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1.859
CCOC(=O)c1noc(C)c1C(=O)c1ccccc1,2.414
CCOC(=O)c1noc(C)c1C(C)=O,2.295
CCOC(=O)c1nocc1C(=O)c1ccccc1,2.39
CCOC(=S)C=Cc1cc(OC)c(OC)c(OC)c1,2.449
CCOC(=S)C=Cc1ccc(Cl)cc1,2.378
CCOC(=S)C=Cc1ccc(OC)c(OC)c1,2.411
CCOC(=S)C=Cc1ccc(OC)cc1,2.378
CCOC(=S)C=Cc1ccc2c(c1)OCO2,2.4
CCOC(=S)SCC#N,2.885
CCOC(=S)SCSSCP(=O)(OCC)OCC,4.399
CCOC(=S)SSC(=S)OCC,2.7030000000000003
CCOC(=S)c1ccc(Cl)cc1,2.305
